FiscalYear,State,Pollutant,AssessmentUnitId
2004,PA,PHOSPHATE,PA-SCR-25960166
2004,PA,AMMONIA-NITROGEN,PA-SCR-25960166
2004,PA,AMMONIA-NITROGEN,PA-SCR-25960286
2004,PA,"NITROGEN, NITRITE",PA-SCR-25960286
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25960286
2004,PA,"NITROGEN, NITRATE",PA-SCR-25960286
2004,PA,PHOSPHATE,PA-SCR-25960286
2004,PA,AMMONIA-NITROGEN,PA-SCR-25960164
2004,PA,"NITROGEN, NITRITE",PA-SCR-25960164
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25960164
2004,PA,PHOSPHATE,PA-SCR-25960164
2004,PA,"NITROGEN, NITRATE",PA-SCR-25960164
2004,PA,PHOSPHATE,PA-SCR-25979342
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25979342
2004,PA,AMMONIA-NITROGEN,PA-SCR-25979342
2004,PA,"NITROGEN, NITRATE",PA-SCR-25979342
2004,PA,"NITROGEN, NITRITE",PA-SCR-25979342
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25979340
2004,PA,AMMONIA-NITROGEN,PA-SCR-25979340
2004,PA,"NITROGEN, NITRITE",PA-SCR-25979340
2004,PA,PHOSPHATE,PA-SCR-25979340
2004,PA,"NITROGEN, NITRATE",PA-SCR-25979340
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25960168
2004,PA,"NITROGEN, NITRATE",PA-SCR-25960168
2004,PA,"NITROGEN, NITRITE",PA-SCR-25960168
2004,PA,PHOSPHATE,PA-SCR-25960168
2004,PA,AMMONIA-NITROGEN,PA-SCR-25960168
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25979460
2004,PA,AMMONIA-NITROGEN,PA-SCR-25979460
2004,PA,"NITROGEN, NITRITE",PA-SCR-25979460
2004,PA,PHOSPHATE,PA-SCR-25979460
2004,PA,"NITROGEN, NITRATE",PA-SCR-25979460
2004,PA,AMMONIA-NITROGEN,PA-SCR-25978922
2004,PA,"NITROGEN, NITRATE",PA-SCR-25978922
2004,PA,"NITROGEN, NITRITE",PA-SCR-25978922
2004,PA,PHOSPHATE,PA-SCR-25978922
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25978922
2004,PA,"NITROGEN, NITRITE",PA-SCR-25979458
2004,PA,PHOSPHATE,PA-SCR-25979458
2004,PA,"NITROGEN, NITRATE",PA-SCR-25979458
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25979458
2004,PA,AMMONIA-NITROGEN,PA-SCR-25979458
2004,PA,"NITROGEN, NITRITE",PA-SCR-25979338
2004,PA,"NITROGEN, NITRATE",PA-SCR-25979338
2004,PA,PHOSPHATE,PA-SCR-25979338
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25979338
2004,PA,AMMONIA-NITROGEN,PA-SCR-25979338
2004,PA,"NITROGEN, NITRITE",PA-SCR-25979456
2004,PA,PHOSPHATE,PA-SCR-25979456
2004,PA,"NITROGEN, NITRATE",PA-SCR-25979456
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25979456
2004,PA,AMMONIA-NITROGEN,PA-SCR-25979456
2004,PA,"NITROGEN, NITRITE",PA-SCR-25979336
2004,PA,PHOSPHATE,PA-SCR-25979336
2004,PA,"NITROGEN, NITRATE",PA-SCR-25979336
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25979336
2004,PA,AMMONIA-NITROGEN,PA-SCR-25979336
2004,PA,PHOSPHATE,PA-SCR-25960170
2004,PA,AMMONIA-NITROGEN,PA-SCR-25960170
2004,PA,"NITROGEN, NITRATE",PA-SCR-25960170
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25960170
2004,PA,"NITROGEN, NITRITE",PA-SCR-25960170
2004,PA,PHOSPHATE,PA-SCR-25960290
2004,PA,AMMONIA-NITROGEN,PA-SCR-25960290
2004,PA,"NITROGEN, NITRATE",PA-SCR-25960290
2004,PA,"BIOCHEMICAL OXYGEN DEMAND (BOD), CARBONACEOUS",PA-SCR-25960290
2004,PA,"NITROGEN, NITRITE",PA-SCR-25960290
2004,PA,MANGANESE,PA-SCR-125293158
2004,PA,IRON,PA-SCR-125293158
2004,PA,PH,PA-SCR-125293158
2004,PA,ALUMINUM,PA-SCR-125293158
2004,PA,MANGANESE,PA-SCR-125293157
2004,PA,ALUMINUM,PA-SCR-125293157
2004,PA,PH,PA-SCR-125293157
2004,PA,IRON,PA-SCR-125293157
2004,PA,MANGANESE,PA-SCR-125293156
2004,PA,PH,PA-SCR-125293156
2004,PA,ALUMINUM,PA-SCR-125293156
2004,PA,IRON,PA-SCR-125293156
2004,PA,MANGANESE,PA-SCR-125293155
2004,PA,ALUMINUM,PA-SCR-125293155
2004,PA,PH,PA-SCR-125293155
2004,PA,IRON,PA-SCR-125293155
2004,PA,MANGANESE,PA-SCR-125293232
2004,PA,ALUMINUM,PA-SCR-125293232
2004,PA,PH,PA-SCR-125293232
2004,PA,IRON,PA-SCR-125293232
2004,PA,PH,PA-SCR-125293154
2004,PA,ALUMINUM,PA-SCR-125293154
2004,PA,MANGANESE,PA-SCR-125293154
2004,PA,IRON,PA-SCR-125293154
2004,PA,PH,PA-SCR-125293231
2004,PA,ALUMINUM,PA-SCR-125293231
2004,PA,MANGANESE,PA-SCR-125293231
2004,PA,IRON,PA-SCR-125293231
2004,PA,ALUMINUM,PA-SCR-125293153
2004,PA,PH,PA-SCR-125293153
2004,PA,IRON,PA-SCR-125293153
2004,PA,MANGANESE,PA-SCR-125293153
2004,PA,PH,PA-SCR-125293152
2004,PA,ALUMINUM,PA-SCR-125293152
2004,PA,IRON,PA-SCR-125293152
2004,PA,MANGANESE,PA-SCR-125293152
2004,PA,ALUMINUM,PA-SCR-125293151
2004,PA,PH,PA-SCR-125293151
2004,PA,IRON,PA-SCR-125293151
2004,PA,MANGANESE,PA-SCR-125293151
2004,PA,IRON,PA-SCR-125292741
2004,PA,MANGANESE,PA-SCR-125292741
2004,PA,ALUMINUM,PA-SCR-125292741
2004,PA,PH,PA-SCR-125292741
2004,PA,IRON,PA-SCR-125293159
2004,PA,MANGANESE,PA-SCR-125293159
2004,PA,ALUMINUM,PA-SCR-125293159
2004,PA,PH,PA-SCR-125293159
2004,PA,PH,PA-SCR-125292818
2004,PA,ALUMINUM,PA-SCR-125292818
2004,PA,MANGANESE,PA-SCR-125292818
2004,PA,IRON,PA-SCR-125292818
2004,PA,ALUMINUM,PA-SCR-125292817
2004,PA,PH,PA-SCR-125292817
2004,PA,IRON,PA-SCR-125292817
2004,PA,MANGANESE,PA-SCR-125292817
2004,PA,PH,PA-SCR-125292739
2004,PA,ALUMINUM,PA-SCR-125292739
2004,PA,IRON,PA-SCR-125292739
2004,PA,MANGANESE,PA-SCR-125292739
2004,PA,PH,PA-SCR-125292816
2004,PA,ALUMINUM,PA-SCR-125292816
2004,PA,IRON,PA-SCR-125292816
2004,PA,MANGANESE,PA-SCR-125292816
2004,PA,ALUMINUM,PA-SCR-125292815
2004,PA,PH,PA-SCR-125292815
2004,PA,IRON,PA-SCR-125292815
2004,PA,MANGANESE,PA-SCR-125292815
2004,PA,PH,PA-SCR-125293150
2004,PA,ALUMINUM,PA-SCR-125293150
2004,PA,MANGANESE,PA-SCR-125293150
2004,PA,IRON,PA-SCR-125293150
2004,PA,MANGANESE,PA-SCR-125293147
2004,PA,IRON,PA-SCR-125293147
2004,PA,PH,PA-SCR-125293147
2004,PA,ALUMINUM,PA-SCR-125293147
2004,PA,MANGANESE,PA-SCR-125293146
2004,PA,ALUMINUM,PA-SCR-125293146
2004,PA,PH,PA-SCR-125293146
2004,PA,IRON,PA-SCR-125293146
2004,PA,MANGANESE,PA-SCR-125293145
2004,PA,PH,PA-SCR-125293145
2004,PA,ALUMINUM,PA-SCR-125293145
2004,PA,IRON,PA-SCR-125293145
2004,PA,MANGANESE,PA-SCR-125293144
2004,PA,ALUMINUM,PA-SCR-125293144
2004,PA,PH,PA-SCR-125293144
2004,PA,IRON,PA-SCR-125293144
2004,PA,MANGANESE,PA-SCR-125293221
2004,PA,ALUMINUM,PA-SCR-125293221
2004,PA,PH,PA-SCR-125293221
2004,PA,IRON,PA-SCR-125293221
2004,PA,PH,PA-SCR-125293220
2004,PA,ALUMINUM,PA-SCR-125293220
2004,PA,MANGANESE,PA-SCR-125293220
2004,PA,IRON,PA-SCR-125293220
2004,PA,ALUMINUM,PA-SCR-125293142
2004,PA,PH,PA-SCR-125293142
2004,PA,IRON,PA-SCR-125293142
2004,PA,MANGANESE,PA-SCR-125293142
2004,PA,ALUMINUM,PA-SCR-125293186
2004,PA,PH,PA-SCR-125293186
2004,PA,IRON,PA-SCR-125293186
2004,PA,MANGANESE,PA-SCR-125293186
2004,PA,PH,PA-SCR-125293141
2004,PA,ALUMINUM,PA-SCR-125293141
2004,PA,IRON,PA-SCR-125293141
2004,PA,MANGANESE,PA-SCR-125293141
2004,PA,ALUMINUM,PA-SCR-125293140
2004,PA,PH,PA-SCR-125293140
2004,PA,IRON,PA-SCR-125293140
2004,PA,MANGANESE,PA-SCR-125293140
2004,PA,IRON,PA-SCR-125292736
2004,PA,MANGANESE,PA-SCR-125292736
2004,PA,ALUMINUM,PA-SCR-125292736
2004,PA,PH,PA-SCR-125292736
2004,PA,IRON,PA-SCR-125292735
2004,PA,MANGANESE,PA-SCR-125292735
2004,PA,PH,PA-SCR-125292735
2004,PA,ALUMINUM,PA-SCR-125292735
2004,PA,IRON,PA-SCR-125293229
2004,PA,MANGANESE,PA-SCR-125293229
2004,PA,ALUMINUM,PA-SCR-125293229
2004,PA,PH,PA-SCR-125293229
2004,PA,MANGANESE,PA-SCR-125293228
2004,PA,IRON,PA-SCR-125293228
2004,PA,PH,PA-SCR-125293228
2004,PA,ALUMINUM,PA-SCR-125293228
2004,PA,IRON,PA-SCR-125293149
2004,PA,MANGANESE,PA-SCR-125293149
2004,PA,PH,PA-SCR-125293149
2004,PA,ALUMINUM,PA-SCR-125293149
2004,PA,IRON,PA-SCR-125293148
2004,PA,MANGANESE,PA-SCR-125293148
2004,PA,ALUMINUM,PA-SCR-125293148
2004,PA,PH,PA-SCR-125293148
2004,PA,ALUMINUM,PA-SCR-125292727
2004,PA,PH,PA-SCR-125292727
2004,PA,IRON,PA-SCR-125292727
2004,PA,MANGANESE,PA-SCR-125292727
2004,PA,MANGANESE,PA-SCR-125293136
2004,PA,IRON,PA-SCR-125293136
2004,PA,PH,PA-SCR-125293136
2004,PA,ALUMINUM,PA-SCR-125293136
2004,PA,MANGANESE,PA-SCR-125293135
2004,PA,ALUMINUM,PA-SCR-125293135
2004,PA,PH,PA-SCR-125293135
2004,PA,IRON,PA-SCR-125293135
2004,PA,MANGANESE,PA-SCR-125293134
2004,PA,PH,PA-SCR-125293134
2004,PA,ALUMINUM,PA-SCR-125293134
2004,PA,IRON,PA-SCR-125293134
2004,PA,MANGANESE,PA-SCR-125293177
2004,PA,ALUMINUM,PA-SCR-125293177
2004,PA,PH,PA-SCR-125293177
2004,PA,IRON,PA-SCR-125293177
2004,PA,PH,PA-SCR-125293176
2004,PA,ALUMINUM,PA-SCR-125293176
2004,PA,MANGANESE,PA-SCR-125293176
2004,PA,IRON,PA-SCR-125293176
2004,PA,ALUMINUM,PA-SCR-125293175
2004,PA,PH,PA-SCR-125293175
2004,PA,IRON,PA-SCR-125293175
2004,PA,MANGANESE,PA-SCR-125293175
2004,PA,PH,PA-SCR-125293174
2004,PA,ALUMINUM,PA-SCR-125293174
2004,PA,IRON,PA-SCR-125293174
2004,PA,MANGANESE,PA-SCR-125293174
2004,PA,ALUMINUM,PA-SCR-125293173
2004,PA,PH,PA-SCR-125293173
2004,PA,IRON,PA-SCR-125293173
2004,PA,MANGANESE,PA-SCR-125293173
2004,PA,IRON,PA-SCR-125293139
2004,PA,MANGANESE,PA-SCR-125293139
2004,PA,ALUMINUM,PA-SCR-125293139
2004,PA,PH,PA-SCR-125293139
2004,PA,IRON,PA-SCR-125292841
2004,PA,MANGANESE,PA-SCR-125292841
2004,PA,PH,PA-SCR-125292841
2004,PA,ALUMINUM,PA-SCR-125292841
2004,PA,IRON,PA-SCR-125293138
2004,PA,MANGANESE,PA-SCR-125293138
2004,PA,PH,PA-SCR-125293138
2004,PA,ALUMINUM,PA-SCR-125293138
2004,PA,IRON,PA-SCR-125292840
2004,PA,MANGANESE,PA-SCR-125292840
2004,PA,ALUMINUM,PA-SCR-125292840
2004,PA,PH,PA-SCR-125292840
2004,PA,IRON,PA-SCR-125293137
2004,PA,MANGANESE,PA-SCR-125293137
2004,PA,ALUMINUM,PA-SCR-125293137
2004,PA,PH,PA-SCR-125293137
2004,PA,MANGANESE,PA-SCR-125293167
2004,PA,PH,PA-SCR-125293167
2004,PA,ALUMINUM,PA-SCR-125293167
2004,PA,IRON,PA-SCR-125293167
2004,PA,MANGANESE,PA-SCR-125293166
2004,PA,ALUMINUM,PA-SCR-125293166
2004,PA,PH,PA-SCR-125293166
2004,PA,IRON,PA-SCR-125293166
2004,PA,PH,PA-SCR-125293165
2004,PA,ALUMINUM,PA-SCR-125293165
2004,PA,MANGANESE,PA-SCR-125293165
2004,PA,IRON,PA-SCR-125293165
2004,PA,ALUMINUM,PA-SCR-125293164
2004,PA,PH,PA-SCR-125293164
2004,PA,IRON,PA-SCR-125293164
2004,PA,MANGANESE,PA-SCR-125293164
2004,PA,PH,PA-SCR-125293163
2004,PA,ALUMINUM,PA-SCR-125293163
2004,PA,IRON,PA-SCR-125293163
2004,PA,MANGANESE,PA-SCR-125293163
2004,PA,ALUMINUM,PA-SCR-125293162
2004,PA,PH,PA-SCR-125293162
2004,PA,IRON,PA-SCR-125293162
2004,PA,MANGANESE,PA-SCR-125293162
2004,PA,PH,PA-SCR-125292913
2004,PA,ALUMINUM,PA-SCR-125292913
2004,PA,MANGANESE,PA-SCR-125292913
2004,PA,IRON,PA-SCR-125292913
2004,PA,IRON,PA-SCR-125292879
2004,PA,MANGANESE,PA-SCR-125292879
2004,PA,ALUMINUM,PA-SCR-125292879
2004,PA,PH,PA-SCR-125292879
2004,PA,PH,PA-SCR-125293161
2004,PA,ALUMINUM,PA-SCR-125293161
2004,PA,MANGANESE,PA-SCR-125293161
2004,PA,IRON,PA-SCR-125293161
2004,PA,IRON,PA-SCR-125293160
2004,PA,MANGANESE,PA-SCR-125293160
2004,PA,ALUMINUM,PA-SCR-125293160
2004,PA,PH,PA-SCR-125293160
2004,PA,MANGANESE,PA-SCR-125292102
2004,PA,ALUMINUM,PA-SCR-125292102
2004,PA,PH,PA-SCR-125292102
2004,PA,IRON,PA-SCR-125292102
2004,PA,MANGANESE,PA-SCR-125292344
2004,PA,ALUMINUM,PA-SCR-125292344
2004,PA,PH,PA-SCR-125292344
2004,PA,IRON,PA-SCR-125292344
2004,PA,MANGANESE,PA-SCR-125292101
2004,PA,ALUMINUM,PA-SCR-125292101
2004,PA,PH,PA-SCR-125292101
2004,PA,IRON,PA-SCR-125292101
2004,PA,ALUMINUM,PA-SCR-125292100
2004,PA,PH,PA-SCR-125292100
2004,PA,MANGANESE,PA-SCR-125292100
2004,PA,IRON,PA-SCR-125292100
2004,PA,ALUMINUM,PA-SCR-125292144
2004,PA,PH,PA-SCR-125292144
2004,PA,MANGANESE,PA-SCR-125292144
2004,PA,IRON,PA-SCR-125292144
2004,PA,PH,PA-SCR-125291779
2004,PA,IRON,PA-SCR-125291779
2004,PA,MANGANESE,PA-SCR-125291779
2004,PA,ALUMINUM,PA-SCR-125291779
2004,PA,IRON,PA-SCR-125292106
2004,PA,MANGANESE,PA-SCR-125292106
2004,PA,ALUMINUM,PA-SCR-125292106
2004,PA,PH,PA-SCR-125292106
2004,PA,MANGANESE,PA-SCR-125291762
2004,PA,ALUMINUM,PA-SCR-125291762
2004,PA,PH,PA-SCR-125291762
2004,PA,IRON,PA-SCR-125291762
2004,PA,MANGANESE,PA-SCR-125292137
2004,PA,IRON,PA-SCR-125292137
2004,PA,ALUMINUM,PA-SCR-125292137
2004,PA,PH,PA-SCR-125292137
2004,PA,IRON,PA-SCR-125291763
2004,PA,MANGANESE,PA-SCR-125291763
2004,PA,PH,PA-SCR-125291763
2004,PA,ALUMINUM,PA-SCR-125291763
2004,PA,MANGANESE,PA-SCR-125292134
2004,PA,ALUMINUM,PA-SCR-125292134
2004,PA,PH,PA-SCR-125292134
2004,PA,IRON,PA-SCR-125292134
2004,PA,ALUMINUM,PA-SCR-125292133
2004,PA,PH,PA-SCR-125292133
2004,PA,MANGANESE,PA-SCR-125292133
2004,PA,IRON,PA-SCR-125292133
2004,PA,ALUMINUM,PA-SCR-125292132
2004,PA,PH,PA-SCR-125292132
2004,PA,IRON,PA-SCR-125292132
2004,PA,MANGANESE,PA-SCR-125292132
2004,PA,ALUMINUM,PA-SCR-125292098
2004,PA,PH,PA-SCR-125292098
2004,PA,IRON,PA-SCR-125292098
2004,PA,MANGANESE,PA-SCR-125292098
2004,PA,ALUMINUM,PA-SCR-125292097
2004,PA,PH,PA-SCR-125292097
2004,PA,IRON,PA-SCR-125292097
2004,PA,MANGANESE,PA-SCR-125292097
2004,PA,IRON,PA-SCR-125291764
2004,PA,MANGANESE,PA-SCR-125291764
2004,PA,PH,PA-SCR-125291764
2004,PA,ALUMINUM,PA-SCR-125291764
2004,PA,IRON,PA-SCR-125291765
2004,PA,PH,PA-SCR-125291765
2004,PA,MANGANESE,PA-SCR-125291765
2004,PA,ALUMINUM,PA-SCR-125291765
2004,PA,IRON,PA-SCR-125292138
2004,PA,MANGANESE,PA-SCR-125292138
2004,PA,ALUMINUM,PA-SCR-125292138
2004,PA,PH,PA-SCR-125292138
2004,PA,ALUMINUM,PA-SCR-125292096
2004,PA,PH,PA-SCR-125292096
2004,PA,MANGANESE,PA-SCR-125292096
2004,PA,IRON,PA-SCR-125292096
2004,PA,IRON,PA-SCR-125292095
2004,PA,MANGANESE,PA-SCR-125292095
2004,PA,ALUMINUM,PA-SCR-125292095
2004,PA,PH,PA-SCR-125292095
2004,PA,IRON,PA-SCR-125292094
2004,PA,MANGANESE,PA-SCR-125292094
2004,PA,ALUMINUM,PA-SCR-125292094
2004,PA,PH,PA-SCR-125292094
2004,PA,IRON,PA-SCR-125292093
2004,PA,MANGANESE,PA-SCR-125292093
2004,PA,ALUMINUM,PA-SCR-125292093
2004,PA,PH,PA-SCR-125292093
2004,PA,MANGANESE,PA-SCR-125292092
2004,PA,IRON,PA-SCR-125292092
2004,PA,ALUMINUM,PA-SCR-125292092
2004,PA,PH,PA-SCR-125292092
2004,PA,IRON,PA-SCR-125292090
2004,PA,MANGANESE,PA-SCR-125292090
2004,PA,ALUMINUM,PA-SCR-125292090
2004,PA,PH,PA-SCR-125292090
2004,PA,MANGANESE,PA-SCR-125291751
2004,PA,ALUMINUM,PA-SCR-125291751
2004,PA,PH,PA-SCR-125291751
2004,PA,IRON,PA-SCR-125291751
2004,PA,MANGANESE,PA-SCR-125292126
2004,PA,IRON,PA-SCR-125292126
2004,PA,ALUMINUM,PA-SCR-125292126
2004,PA,PH,PA-SCR-125292126
2004,PA,MANGANESE,PA-SCR-125292124
2004,PA,ALUMINUM,PA-SCR-125292124
2004,PA,PH,PA-SCR-125292124
2004,PA,IRON,PA-SCR-125292124
2004,PA,MANGANESE,PA-SCR-125292123
2004,PA,ALUMINUM,PA-SCR-125292123
2004,PA,PH,PA-SCR-125292123
2004,PA,IRON,PA-SCR-125292123
2004,PA,ALUMINUM,PA-SCR-125292089
2004,PA,PH,PA-SCR-125292089
2004,PA,MANGANESE,PA-SCR-125292089
2004,PA,IRON,PA-SCR-125292089
2004,PA,ALUMINUM,PA-SCR-125292122
2004,PA,PH,PA-SCR-125292122
2004,PA,MANGANESE,PA-SCR-125292122
2004,PA,IRON,PA-SCR-125292122
2004,PA,ALUMINUM,PA-SCR-125292121
2004,PA,PH,PA-SCR-125292121
2004,PA,IRON,PA-SCR-125292121
2004,PA,MANGANESE,PA-SCR-125292121
2004,PA,ALUMINUM,PA-SCR-125292120
2004,PA,PH,PA-SCR-125292120
2004,PA,IRON,PA-SCR-125292120
2004,PA,MANGANESE,PA-SCR-125292120
2004,PA,PH,PA-SCR-125291759
2004,PA,IRON,PA-SCR-125291759
2004,PA,MANGANESE,PA-SCR-125291759
2004,PA,ALUMINUM,PA-SCR-125291759
2004,PA,IRON,PA-SCR-125291755
2004,PA,MANGANESE,PA-SCR-125291755
2004,PA,PH,PA-SCR-125291755
2004,PA,ALUMINUM,PA-SCR-125291755
2004,PA,IRON,PA-SCR-125292129
2004,PA,MANGANESE,PA-SCR-125292129
2004,PA,ALUMINUM,PA-SCR-125292129
2004,PA,PH,PA-SCR-125292129
2004,PA,IRON,PA-SCR-125292128
2004,PA,MANGANESE,PA-SCR-125292128
2004,PA,ALUMINUM,PA-SCR-125292128
2004,PA,PH,PA-SCR-125292128
2004,PA,IRON,PA-SCR-125292127
2004,PA,MANGANESE,PA-SCR-125292127
2004,PA,ALUMINUM,PA-SCR-125292127
2004,PA,PH,PA-SCR-125292127
2004,PA,IRON,PA-SCR-125291785
2004,PA,MANGANESE,PA-SCR-125291785
2004,PA,PH,PA-SCR-125291785
2004,PA,ALUMINUM,PA-SCR-125291785
2004,PA,MANGANESE,PA-SCR-125291782
2004,PA,ALUMINUM,PA-SCR-125291782
2004,PA,PH,PA-SCR-125291782
2004,PA,IRON,PA-SCR-125291782
2004,PA,MANGANESE,PA-SCR-125292355
2004,PA,ALUMINUM,PA-SCR-125292355
2004,PA,PH,PA-SCR-125292355
2004,PA,IRON,PA-SCR-125292355
2004,PA,MANGANESE,PA-SCR-125291783
2004,PA,ALUMINUM,PA-SCR-125291783
2004,PA,PH,PA-SCR-125291783
2004,PA,IRON,PA-SCR-125291783
2004,PA,MANGANESE,PA-SCR-125292354
2004,PA,ALUMINUM,PA-SCR-125292354
2004,PA,PH,PA-SCR-125292354
2004,PA,IRON,PA-SCR-125292354
2004,PA,ALUMINUM,PA-SCR-125291780
2004,PA,IRON,PA-SCR-125291780
2004,PA,MANGANESE,PA-SCR-125291780
2004,PA,PH,PA-SCR-125291780
2004,PA,ALUMINUM,PA-SCR-125291781
2004,PA,PH,PA-SCR-125291781
2004,PA,IRON,PA-SCR-125291781
2004,PA,MANGANESE,PA-SCR-125291781
2004,PA,PH,PA-SCR-125291946
2004,PA,IRON,PA-SCR-125291946
2004,PA,MANGANESE,PA-SCR-125291946
2004,PA,ALUMINUM,PA-SCR-125291946
2004,PA,PH,PA-SCR-125291945
2004,PA,IRON,PA-SCR-125291945
2004,PA,MANGANESE,PA-SCR-125291945
2004,PA,ALUMINUM,PA-SCR-125291945
2004,PA,IRON,PA-SCR-125292118
2004,PA,MANGANESE,PA-SCR-125292118
2004,PA,ALUMINUM,PA-SCR-125292118
2004,PA,PH,PA-SCR-125292118
2004,PA,IRON,PA-SCR-125291786
2004,PA,MANGANESE,PA-SCR-125291786
2004,PA,PH,PA-SCR-125291786
2004,PA,ALUMINUM,PA-SCR-125291786
2004,PA,IRON,PA-SCR-125292358
2004,PA,MANGANESE,PA-SCR-125292358
2004,PA,ALUMINUM,PA-SCR-125292358
2004,PA,PH,PA-SCR-125292358
2004,PA,ALUMINUM,PA-SCR-125292151
2004,PA,PH,PA-SCR-125292151
2004,PA,MANGANESE,PA-SCR-125292151
2004,PA,IRON,PA-SCR-125292151
2004,PA,SEDIMENT,PA-SCR-26295545
2004,PA,SEDIMENT,PA-SCR-26295551
2004,PA,SEDIMENT,PA-SCR-26295553
2004,PA,SEDIMENT,PA-SCR-26295705
2004,PA,SEDIMENT,PA-SCR-26295547
2004,PA,SEDIMENT,PA-SCR-26295701
2004,PA,MANGANESE,PA-SCR-61827813
2004,PA,PH,PA-SCR-61827813
2004,PA,ALUMINUM,PA-SCR-61827813
2004,PA,MANGANESE,PA-SCR-61827835
2004,PA,PH,PA-SCR-61827835
2004,PA,ALUMINUM,PA-SCR-61827835
2004,PA,MANGANESE,PA-SCR-61827735
2004,PA,PH,PA-SCR-61827735
2004,PA,ALUMINUM,PA-SCR-61827735
2004,PA,MANGANESE,PA-SCR-61827757
2004,PA,PH,PA-SCR-61827757
2004,PA,ALUMINUM,PA-SCR-61827757
2004,PA,MANGANESE,PA-SCR-61827911
2004,PA,PH,PA-SCR-61827911
2004,PA,ALUMINUM,PA-SCR-61827911
2004,PA,MANGANESE,PA-SCR-61827837
2004,PA,PH,PA-SCR-61827837
2004,PA,ALUMINUM,PA-SCR-61827837
2004,PA,MANGANESE,PA-SCR-61827913
2004,PA,PH,PA-SCR-61827913
2004,PA,ALUMINUM,PA-SCR-61827913
2004,PA,PH,PA-SCR-61827677
2004,PA,ALUMINUM,PA-SCR-61827677
2004,PA,MANGANESE,PA-SCR-61827677
2004,PA,PH,PA-SCR-61827699
2004,PA,ALUMINUM,PA-SCR-61827699
2004,PA,MANGANESE,PA-SCR-61827699
2004,PA,PH,PA-SCR-61827853
2004,PA,ALUMINUM,PA-SCR-61827853
2004,PA,MANGANESE,PA-SCR-61827853
2004,PA,PH,PA-SCR-61827897
2004,PA,ALUMINUM,PA-SCR-61827897
2004,PA,MANGANESE,PA-SCR-61827897
2004,PA,PH,PA-SCR-61827731
2004,PA,ALUMINUM,PA-SCR-61827731
2004,PA,MANGANESE,PA-SCR-61827731
2004,PA,PH,PA-SCR-61827753
2004,PA,ALUMINUM,PA-SCR-61827753
2004,PA,MANGANESE,PA-SCR-61827753
2004,PA,PH,PA-SCR-61827679
2004,PA,ALUMINUM,PA-SCR-61827679
2004,PA,MANGANESE,PA-SCR-61827679
2004,PA,PH,PA-SCR-61827733
2004,PA,ALUMINUM,PA-SCR-61827733
2004,PA,MANGANESE,PA-SCR-61827733
2004,PA,PH,PA-SCR-61827755
2004,PA,ALUMINUM,PA-SCR-61827755
2004,PA,MANGANESE,PA-SCR-61827755
2004,PA,PH,PA-SCR-61827953
2004,PA,ALUMINUM,PA-SCR-61827953
2004,PA,MANGANESE,PA-SCR-61827953
2004,PA,PH,PA-SCR-61827817
2004,PA,ALUMINUM,PA-SCR-61827817
2004,PA,MANGANESE,PA-SCR-61827817
2004,PA,PH,PA-SCR-61827959
2004,PA,ALUMINUM,PA-SCR-61827959
2004,PA,MANGANESE,PA-SCR-61827959
2004,PA,PH,PA-SCR-61827819
2004,PA,ALUMINUM,PA-SCR-61827819
2004,PA,MANGANESE,PA-SCR-61827819
2004,PA,PH,PA-SCR-61827683
2004,PA,ALUMINUM,PA-SCR-61827683
2004,PA,MANGANESE,PA-SCR-61827683
2004,PA,PH,PA-SCR-61827685
2004,PA,ALUMINUM,PA-SCR-61827685
2004,PA,MANGANESE,PA-SCR-61827685
2004,PA,MANGANESE,PA-SCR-61827901
2004,PA,PH,PA-SCR-61827901
2004,PA,ALUMINUM,PA-SCR-61827901
2004,PA,MANGANESE,PA-SCR-61827945
2004,PA,PH,PA-SCR-61827945
2004,PA,ALUMINUM,PA-SCR-61827945
2004,PA,MANGANESE,PA-SCR-61827669
2004,PA,PH,PA-SCR-61827669
2004,PA,ALUMINUM,PA-SCR-61827669
2004,PA,MANGANESE,PA-SCR-61827947
2004,PA,PH,PA-SCR-61827947
2004,PA,ALUMINUM,PA-SCR-61827947
