FiscalYear,State,Pollutant,AssessmentUnitId
2004,PA,MANGANESE,PA-SCR-61827803
2004,PA,PH,PA-SCR-61827803
2004,PA,ALUMINUM,PA-SCR-61827803
2004,PA,MANGANESE,PA-SCR-61827869
2004,PA,PH,PA-SCR-61827869
2004,PA,ALUMINUM,PA-SCR-61827869
2004,PA,PH,PA-SCR-61827721
2004,PA,ALUMINUM,PA-SCR-61827721
2004,PA,MANGANESE,PA-SCR-61827721
2004,PA,PH,PA-SCR-61827701
2004,PA,ALUMINUM,PA-SCR-61827701
2004,PA,MANGANESE,PA-SCR-61827701
2004,PA,PH,PA-SCR-61827723
2004,PA,ALUMINUM,PA-SCR-61827723
2004,PA,MANGANESE,PA-SCR-61827723
2004,PA,PH,PA-SCR-61827909
2004,PA,ALUMINUM,PA-SCR-61827909
2004,PA,MANGANESE,PA-SCR-61827909
2004,PA,PH,PA-SCR-61827707
2004,PA,ALUMINUM,PA-SCR-61827707
2004,PA,MANGANESE,PA-SCR-61827707
2004,PA,PH,PA-SCR-61827905
2004,PA,ALUMINUM,PA-SCR-61827905
2004,PA,MANGANESE,PA-SCR-61827905
2004,PA,PH,PA-SCR-61827907
2004,PA,ALUMINUM,PA-SCR-61827907
2004,PA,MANGANESE,PA-SCR-61827907
2004,PA,MANGANESE,PA-SCR-61827653
2004,PA,PH,PA-SCR-61827653
2004,PA,ALUMINUM,PA-SCR-61827653
2004,PA,MANGANESE,PA-SCR-61827851
2004,PA,PH,PA-SCR-61827851
2004,PA,ALUMINUM,PA-SCR-61827851
2004,PA,MANGANESE,PA-SCR-61827895
2004,PA,PH,PA-SCR-61827895
2004,PA,ALUMINUM,PA-SCR-61827895
2004,PA,PH,PA-SCR-61828003
2004,PA,MANGANESE,PA-SCR-61828003
2004,PA,ALUMINUM,PA-SCR-61828003
2004,PA,PH,PA-SCR-61827691
2004,PA,ALUMINUM,PA-SCR-61827691
2004,PA,MANGANESE,PA-SCR-61827691
2004,PA,PHOSPHORUS,PA-SCR-56397897
2004,PA,PHOSPHORUS,PA-SCR-56397997
2004,PA,PHOSPHORUS,PA-SCR-56397863
2004,PA,PHOSPHORUS,PA-SCR-56397973
2004,PA,PHOSPHORUS,PA-SCR-56397995
2004,PA,MANGANESE,PA-SCR-61829655
2004,PA,ALUMINUM,PA-SCR-61829655
2004,PA,PH,PA-SCR-61829655
2004,PA,IRON,PA-SCR-61829655
2004,PA,MANGANESE,PA-SCR-61829511
2004,PA,ALUMINUM,PA-SCR-61829511
2004,PA,PH,PA-SCR-61829511
2004,PA,IRON,PA-SCR-61829511
2004,PA,ALUMINUM,PA-SCR-61829631
2004,PA,PH,PA-SCR-61829631
2004,PA,MANGANESE,PA-SCR-61829631
2004,PA,IRON,PA-SCR-61829631
2004,PA,ALUMINUM,PA-SCR-61829653
2004,PA,PH,PA-SCR-61829653
2004,PA,MANGANESE,PA-SCR-61829653
2004,PA,IRON,PA-SCR-61829653
2004,PA,ALUMINUM,PA-SCR-61829795
2004,PA,PH,PA-SCR-61829795
2004,PA,IRON,PA-SCR-61829795
2004,PA,MANGANESE,PA-SCR-61829795
2004,PA,ALUMINUM,PA-SCR-61829651
2004,PA,PH,PA-SCR-61829651
2004,PA,IRON,PA-SCR-61829651
2004,PA,MANGANESE,PA-SCR-61829651
2004,PA,ALUMINUM,PA-SCR-61830037
2004,PA,MANGANESE,PA-SCR-61830037
2004,PA,PH,PA-SCR-61830037
2004,PA,IRON,PA-SCR-61830037
2004,PA,IRON,PA-SCR-61829713
2004,PA,MANGANESE,PA-SCR-61829713
2004,PA,ALUMINUM,PA-SCR-61829713
2004,PA,PH,PA-SCR-61829713
2004,PA,MANGANESE,PA-SCR-99686300
2004,PA,ALUMINUM,PA-SCR-99686300
2004,PA,PH,PA-SCR-99686300
2004,PA,IRON,PA-SCR-99686300
2004,PA,IRON,PA-SCR-99685434
2004,PA,MANGANESE,PA-SCR-99685434
2004,PA,PH,PA-SCR-99685434
2004,PA,ALUMINUM,PA-SCR-99685434
2004,PA,IRON,PA-SCR-99685632
2004,PA,MANGANESE,PA-SCR-99685632
2004,PA,PH,PA-SCR-99685632
2004,PA,ALUMINUM,PA-SCR-99685632
2004,PA,MANGANESE,PA-SCR-99685334
2004,PA,ALUMINUM,PA-SCR-99685334
2004,PA,PH,PA-SCR-99685334
2004,PA,IRON,PA-SCR-99685334
2004,PA,MANGANESE,PA-SCR-99686104
2004,PA,ALUMINUM,PA-SCR-99686104
2004,PA,PH,PA-SCR-99686104
2004,PA,IRON,PA-SCR-99686104
2004,PA,IRON,PA-SCR-99685472
2004,PA,MANGANESE,PA-SCR-99685472
2004,PA,PH,PA-SCR-99685472
2004,PA,ALUMINUM,PA-SCR-99685472
2004,PA,IRON,PA-SCR-99685174
2004,PA,MANGANESE,PA-SCR-99685174
2004,PA,ALUMINUM,PA-SCR-99685174
2004,PA,PH,PA-SCR-99685174
2004,PA,IRON,PA-SCR-99685570
2004,PA,MANGANESE,PA-SCR-99685570
2004,PA,ALUMINUM,PA-SCR-99685570
2004,PA,PH,PA-SCR-99685570
2004,PA,ALUMINUM,PA-SCR-99684660
2004,PA,PH,PA-SCR-99684660
2004,PA,IRON,PA-SCR-99684660
2004,PA,MANGANESE,PA-SCR-99684660
2004,PA,PH,PA-SCR-99685276
2004,PA,ALUMINUM,PA-SCR-99685276
2004,PA,IRON,PA-SCR-99685276
2004,PA,MANGANESE,PA-SCR-99685276
2004,PA,IRON,PA-SCR-99685176
2004,PA,ALUMINUM,PA-SCR-99685176
2004,PA,PH,PA-SCR-99685176
2004,PA,MANGANESE,PA-SCR-99685176
2004,PA,IRON,PA-SCR-99684408
2004,PA,MANGANESE,PA-SCR-99684408
2004,PA,ALUMINUM,PA-SCR-99684408
2004,PA,PH,PA-SCR-99684408
2004,PA,IRON,PA-SCR-99684848
2004,PA,MANGANESE,PA-SCR-99684848
2004,PA,ALUMINUM,PA-SCR-99684848
2004,PA,PH,PA-SCR-99684848
2004,PA,IRON,PA-SCR-99685336
2004,PA,MANGANESE,PA-SCR-99685336
2004,PA,ALUMINUM,PA-SCR-99685336
2004,PA,PH,PA-SCR-99685336
2004,PA,ALUMINUM,PA-SCR-99684800
2004,PA,PH,PA-SCR-99684800
2004,PA,IRON,PA-SCR-99684800
2004,PA,MANGANESE,PA-SCR-99684800
2004,PA,PH,PA-SCR-99685438
2004,PA,ALUMINUM,PA-SCR-99685438
2004,PA,IRON,PA-SCR-99685438
2004,PA,MANGANESE,PA-SCR-99685438
2004,PA,IRON,PA-SCR-99685910
2004,PA,ALUMINUM,PA-SCR-99685910
2004,PA,PH,PA-SCR-99685910
2004,PA,MANGANESE,PA-SCR-99685910
2004,PA,ALUMINUM,PA-SCR-99685280
2004,PA,PH,PA-SCR-99685280
2004,PA,IRON,PA-SCR-99685280
2004,PA,MANGANESE,PA-SCR-99685280
2004,PA,IRON,PA-SCR-99684194
2004,PA,MANGANESE,PA-SCR-99684194
2004,PA,ALUMINUM,PA-SCR-99684194
2004,PA,PH,PA-SCR-99684194
2004,PA,IRON,PA-SCR-99686130
2004,PA,MANGANESE,PA-SCR-99686130
2004,PA,ALUMINUM,PA-SCR-99686130
2004,PA,PH,PA-SCR-99686130
2004,PA,ALUMINUM,PA-SCR-99685260
2004,PA,PH,PA-SCR-99685260
2004,PA,IRON,PA-SCR-99685260
2004,PA,MANGANESE,PA-SCR-99685260
2004,PA,ALUMINUM,PA-SCR-99685282
2004,PA,PH,PA-SCR-99685282
2004,PA,IRON,PA-SCR-99685282
2004,PA,MANGANESE,PA-SCR-99685282
2004,PA,ALUMINUM,PA-SCR-99685480
2004,PA,PH,PA-SCR-99685480
2004,PA,IRON,PA-SCR-99685480
2004,PA,MANGANESE,PA-SCR-99685480
2004,PA,MANGANESE,PA-SCR-99685784
2004,PA,PH,PA-SCR-99685784
2004,PA,ALUMINUM,PA-SCR-99685784
2004,PA,IRON,PA-SCR-99685784
2004,PA,MANGANESE,PA-SCR-99686212
2004,PA,ALUMINUM,PA-SCR-99686212
2004,PA,PH,PA-SCR-99686212
2004,PA,IRON,PA-SCR-99686212
2004,PA,IRON,PA-SCR-99685786
2004,PA,MANGANESE,PA-SCR-99685786
2004,PA,PH,PA-SCR-99685786
2004,PA,ALUMINUM,PA-SCR-99685786
2004,PA,MANGANESE,PA-SCR-99684872
2004,PA,ALUMINUM,PA-SCR-99684872
2004,PA,PH,PA-SCR-99684872
2004,PA,IRON,PA-SCR-99684872
2004,PA,MANGANESE,PA-SCR-99685422
2004,PA,ALUMINUM,PA-SCR-99685422
2004,PA,PH,PA-SCR-99685422
2004,PA,IRON,PA-SCR-99685422
2004,PA,MANGANESE,PA-SCR-99685444
2004,PA,ALUMINUM,PA-SCR-99685444
2004,PA,PH,PA-SCR-99685444
2004,PA,IRON,PA-SCR-99685444
2004,PA,PH,PA-SCR-99685364
2004,PA,ALUMINUM,PA-SCR-99685364
2004,PA,IRON,PA-SCR-99685364
2004,PA,MANGANESE,PA-SCR-99685364
2004,PA,IRON,PA-SCR-99685242
2004,PA,ALUMINUM,PA-SCR-99685242
2004,PA,PH,PA-SCR-99685242
2004,PA,MANGANESE,PA-SCR-99685242
2004,PA,IRON,PA-SCR-99686210
2004,PA,ALUMINUM,PA-SCR-99686210
2004,PA,MANGANESE,PA-SCR-99686210
2004,PA,PH,PA-SCR-99686210
2004,PA,ALUMINUM,PA-SCR-99685406
2004,PA,PH,PA-SCR-99685406
2004,PA,IRON,PA-SCR-99685406
2004,PA,MANGANESE,PA-SCR-99685406
2004,PA,IRON,PA-SCR-99684852
2004,PA,MANGANESE,PA-SCR-99684852
2004,PA,ALUMINUM,PA-SCR-99684852
2004,PA,PH,PA-SCR-99684852
2004,PA,PH,PA-SCR-99685908
2004,PA,ALUMINUM,PA-SCR-99685908
2004,PA,IRON,PA-SCR-99685908
2004,PA,MANGANESE,PA-SCR-99685908
2004,PA,IRON,PA-SCR-99685470
2004,PA,MANGANESE,PA-SCR-99685470
2004,PA,PH,PA-SCR-99685470
2004,PA,ALUMINUM,PA-SCR-99685470
2004,PA,MANGANESE,PA-SCR-99685774
2004,PA,ALUMINUM,PA-SCR-99685774
2004,PA,IRON,PA-SCR-99685774
2004,PA,MANGANESE,PA-SCR-99686346
2004,PA,ALUMINUM,PA-SCR-99686346
2004,PA,IRON,PA-SCR-99686346
2004,PA,MANGANESE,PA-SCR-99685652
2004,PA,ALUMINUM,PA-SCR-99685652
2004,PA,IRON,PA-SCR-99685652
2004,PA,MANGANESE,PA-SCR-99685894
2004,PA,ALUMINUM,PA-SCR-99685894
2004,PA,IRON,PA-SCR-99685894
2004,PA,MANGANESE,PA-SCR-99686224
2004,PA,ALUMINUM,PA-SCR-99686224
2004,PA,IRON,PA-SCR-99686224
2004,PA,IRON,PA-SCR-99687316
2004,PA,MANGANESE,PA-SCR-99687316
2004,PA,ALUMINUM,PA-SCR-99687316
2004,PA,IRON,PA-SCR-99686348
2004,PA,MANGANESE,PA-SCR-99686348
2004,PA,ALUMINUM,PA-SCR-99686348
2004,PA,ALUMINUM,PA-SCR-99687278
2004,PA,IRON,PA-SCR-99687278
2004,PA,MANGANESE,PA-SCR-99687278
2004,PA,IRON,PA-SCR-99685252
2004,PA,MANGANESE,PA-SCR-99685252
2004,PA,ALUMINUM,PA-SCR-99685252
2004,PA,IRON,PA-SCR-99685890
2004,PA,MANGANESE,PA-SCR-99685890
2004,PA,ALUMINUM,PA-SCR-99685890
2004,PA,ALUMINUM,PA-SCR-99685772
2004,PA,IRON,PA-SCR-99685772
2004,PA,MANGANESE,PA-SCR-99685772
2004,PA,ALUMINUM,PA-SCR-134396117
2004,PA,IRON,PA-SCR-134396117
2004,PA,MANGANESE,PA-SCR-134396117
2004,PA,IRON,PA-SCR-99685892
2004,PA,ALUMINUM,PA-SCR-99685892
2004,PA,MANGANESE,PA-SCR-99685892
2004,PA,IRON,PA-SCR-99686068
2004,PA,ALUMINUM,PA-SCR-99686068
2004,PA,MANGANESE,PA-SCR-99686068
2004,PA,IRON,PA-SCR-134396116
2004,PA,ALUMINUM,PA-SCR-134396116
2004,PA,MANGANESE,PA-SCR-134396116
2004,PA,IRON,PA-SCR-99686906
2004,PA,MANGANESE,PA-SCR-99686906
2004,PA,ALUMINUM,PA-SCR-99686906
2004,PA,IRON,PA-SCR-99684842
2004,PA,MANGANESE,PA-SCR-99684842
2004,PA,ALUMINUM,PA-SCR-99684842
2004,PA,IRON,PA-SCR-99685810
2004,PA,MANGANESE,PA-SCR-99685810
2004,PA,ALUMINUM,PA-SCR-99685810
2004,PA,ALUMINUM,PA-SCR-99686506
2004,PA,IRON,PA-SCR-99686506
2004,PA,MANGANESE,PA-SCR-99686506
2004,PA,IRON,PA-SCR-99685812
2004,PA,ALUMINUM,PA-SCR-99685812
2004,PA,MANGANESE,PA-SCR-99685812
2004,PA,ALUMINUM,PA-SCR-134396119
2004,PA,MANGANESE,PA-SCR-134396119
2004,PA,IRON,PA-SCR-134396119
2004,PA,ALUMINUM,PA-SCR-99686194
2004,PA,IRON,PA-SCR-99686194
2004,PA,MANGANESE,PA-SCR-99686194
2004,PA,ALUMINUM,PA-SCR-134396118
2004,PA,MANGANESE,PA-SCR-134396118
2004,PA,IRON,PA-SCR-134396118
2004,PA,IRON,PA-SCR-99686070
2004,PA,ALUMINUM,PA-SCR-99686070
2004,PA,MANGANESE,PA-SCR-99686070
2004,PA,ALUMINUM,PA-SCR-99686072
2004,PA,IRON,PA-SCR-99686072
2004,PA,MANGANESE,PA-SCR-99686072
2004,PA,IRON,PA-SCR-99686192
2004,PA,ALUMINUM,PA-SCR-99686192
2004,PA,MANGANESE,PA-SCR-99686192
2004,PA,MANGANESE,PA-SCR-99686214
2004,PA,ALUMINUM,PA-SCR-99686214
2004,PA,IRON,PA-SCR-99686214
2004,PA,MANGANESE,PA-SCR-99687304
2004,PA,ALUMINUM,PA-SCR-99687304
2004,PA,IRON,PA-SCR-99687304
2004,PA,IRON,PA-SCR-99684830
2004,PA,MANGANESE,PA-SCR-99684830
2004,PA,ALUMINUM,PA-SCR-99684830
2004,PA,IRON,PA-SCR-99685644
2004,PA,MANGANESE,PA-SCR-99685644
2004,PA,ALUMINUM,PA-SCR-99685644
2004,PA,IRON,PA-SCR-99686216
2004,PA,MANGANESE,PA-SCR-99686216
2004,PA,ALUMINUM,PA-SCR-99686216
2004,PA,IRON,PA-SCR-99685000
2004,PA,MANGANESE,PA-SCR-99685000
2004,PA,ALUMINUM,PA-SCR-99685000
2004,PA,IRON,PA-SCR-99685484
2004,PA,MANGANESE,PA-SCR-99685484
2004,PA,ALUMINUM,PA-SCR-99685484
2004,PA,IRON,PA-SCR-99685880
2004,PA,MANGANESE,PA-SCR-99685880
2004,PA,ALUMINUM,PA-SCR-99685880
2004,PA,ALUMINUM,PA-SCR-99685882
2004,PA,IRON,PA-SCR-99685882
2004,PA,MANGANESE,PA-SCR-99685882
2004,PA,ALUMINUM,PA-SCR-99687144
2004,PA,IRON,PA-SCR-99687144
2004,PA,MANGANESE,PA-SCR-99687144
2004,PA,IRON,PA-SCR-99685008
2004,PA,MANGANESE,PA-SCR-99685008
2004,PA,ALUMINUM,PA-SCR-99685008
2004,PA,ALUMINUM,PA-SCR-99685648
2004,PA,IRON,PA-SCR-99685648
2004,PA,MANGANESE,PA-SCR-99685648
2004,PA,IRON,PA-SCR-99685090
2004,PA,MANGANESE,PA-SCR-99685090
2004,PA,ALUMINUM,PA-SCR-99685090
2004,PA,MANGANESE,PA-SCR-99686204
2004,PA,ALUMINUM,PA-SCR-99686204
2004,PA,IRON,PA-SCR-99686204
2004,PA,IRON,PA-SCR-99685594
2004,PA,MANGANESE,PA-SCR-99685594
2004,PA,ALUMINUM,PA-SCR-99685594
2004,PA,IRON,PA-SCR-99686166
2004,PA,ALUMINUM,PA-SCR-99686166
2004,PA,MANGANESE,PA-SCR-99686166
2004,PA,ALUMINUM,PA-SCR-99686564
2004,PA,IRON,PA-SCR-99686564
2004,PA,MANGANESE,PA-SCR-99686564
2004,PA,ALUMINUM,PA-SCR-99687650
2004,PA,IRON,PA-SCR-99687650
2004,PA,MANGANESE,PA-SCR-99687650
2004,PA,IRON,PA-SCR-99686200
2004,PA,ALUMINUM,PA-SCR-99686200
2004,PA,MANGANESE,PA-SCR-99686200
2004,PA,IRON,PA-SCR-99686288
2004,PA,ALUMINUM,PA-SCR-99686288
2004,PA,MANGANESE,PA-SCR-99686288
2004,PA,ALUMINUM,PA-SCR-99687376
2004,PA,IRON,PA-SCR-99687376
2004,PA,MANGANESE,PA-SCR-99687376
2004,PA,IRON,PA-SCR-99685916
2004,PA,MANGANESE,PA-SCR-99685916
2004,PA,ALUMINUM,PA-SCR-99685916
2004,PA,ALUMINUM,PA-SCR-99685758
2004,PA,IRON,PA-SCR-99685758
2004,PA,MANGANESE,PA-SCR-99685758
2004,PA,IRON,PA-SCR-99685636
2004,PA,ALUMINUM,PA-SCR-99685636
2004,PA,MANGANESE,PA-SCR-99685636
2004,PA,IRON,PA-SCR-99684828
2004,PA,MANGANESE,PA-SCR-99684828
2004,PA,ALUMINUM,PA-SCR-99684828
2004,PA,IRON,PA-SCR-99687142
2004,PA,MANGANESE,PA-SCR-99687142
2004,PA,ALUMINUM,PA-SCR-99687142
2004,PA,ALUMINUM,PA-SCR-99686174
2004,PA,IRON,PA-SCR-99686174
2004,PA,MANGANESE,PA-SCR-99686174
2004,PA,MANGANESE,PA-SCR-99687368
2004,PA,ALUMINUM,PA-SCR-99687368
2004,PA,IRON,PA-SCR-99687368
2004,PA,IRON,PA-SCR-99685462
2004,PA,MANGANESE,PA-SCR-99685462
2004,PA,ALUMINUM,PA-SCR-99685462
2004,PA,ALUMINUM,PA-SCR-99685464
2004,PA,IRON,PA-SCR-99685464
2004,PA,MANGANESE,PA-SCR-99685464
2004,PA,ALUMINUM,PA-SCR-99687364
2004,PA,IRON,PA-SCR-99687364
2004,PA,MANGANESE,PA-SCR-99687364
2004,PA,IRON,PA-SCR-99685584
2004,PA,ALUMINUM,PA-SCR-99685584
2004,PA,MANGANESE,PA-SCR-99685584
2004,PA,ALUMINUM,PA-SCR-99684814
2004,PA,IRON,PA-SCR-99684814
2004,PA,MANGANESE,PA-SCR-99684814
2004,PA,IRON,PA-SCR-99684776
2004,PA,MANGANESE,PA-SCR-99684776
2004,PA,ALUMINUM,PA-SCR-99684776
2004,PA,ALUMINUM,PA-SCR-99684812
2004,PA,IRON,PA-SCR-99684812
2004,PA,MANGANESE,PA-SCR-99684812
2004,PA,IRON,PA-SCR-99687098
2004,PA,MANGANESE,PA-SCR-99687098
2004,PA,ALUMINUM,PA-SCR-99687098
2004,PA,ALUMINUM,PA-SCR-99687374
2004,PA,IRON,PA-SCR-99687374
2004,PA,MANGANESE,PA-SCR-99687374
2004,PA,IRON,PA-SCR-99687370
2004,PA,MANGANESE,PA-SCR-99687370
2004,PA,ALUMINUM,PA-SCR-99687370
2004,PA,MANGANESE,PA-SCR-99686302
2004,PA,ALUMINUM,PA-SCR-99686302
2004,PA,IRON,PA-SCR-99686302
2004,PA,MANGANESE,PA-SCR-99685454
2004,PA,ALUMINUM,PA-SCR-99685454
2004,PA,IRON,PA-SCR-99685454
2004,PA,MANGANESE,PA-SCR-99686664
2004,PA,ALUMINUM,PA-SCR-99686664
2004,PA,IRON,PA-SCR-99686664
2004,PA,IRON,PA-SCR-99686662
2004,PA,ALUMINUM,PA-SCR-99686662
2004,PA,MANGANESE,PA-SCR-99686662
2004,PA,IRON,PA-SCR-99684086
2004,PA,MANGANESE,PA-SCR-99684086
2004,PA,ALUMINUM,PA-SCR-99684086
2004,PA,IRON,PA-SCR-99685054
2004,PA,MANGANESE,PA-SCR-99685054
2004,PA,ALUMINUM,PA-SCR-99685054
2004,PA,ALUMINUM,PA-SCR-99687354
2004,PA,IRON,PA-SCR-99687354
2004,PA,MANGANESE,PA-SCR-99687354
2004,PA,IRON,PA-SCR-99684920
2004,PA,ALUMINUM,PA-SCR-99684920
2004,PA,MANGANESE,PA-SCR-99684920
2004,PA,IRON,PA-SCR-99684808
2004,PA,ALUMINUM,PA-SCR-99684808
2004,PA,MANGANESE,PA-SCR-99684808
2004,PA,MANGANESE,PA-SCR-99686258
2004,PA,ALUMINUM,PA-SCR-99686258
2004,PA,IRON,PA-SCR-99686258
2004,PA,MANGANESE,PA-SCR-99686776
2004,PA,ALUMINUM,PA-SCR-99686776
2004,PA,IRON,PA-SCR-99686776
2004,PA,IRON,PA-SCR-99686656
2004,PA,MANGANESE,PA-SCR-99686656
2004,PA,ALUMINUM,PA-SCR-99686656
2004,PA,IRON,PA-SCR-99686254
2004,PA,ALUMINUM,PA-SCR-99686254
2004,PA,MANGANESE,PA-SCR-99686254
2004,PA,ALUMINUM,PA-SCR-99684870
2004,PA,IRON,PA-SCR-99684870
2004,PA,MANGANESE,PA-SCR-99684870
2004,PA,ALUMINUM,PA-SCR-99687188
2004,PA,IRON,PA-SCR-99687188
2004,PA,MANGANESE,PA-SCR-99687188
2004,PA,ALUMINUM,PA-SCR-99685848
2004,PA,IRON,PA-SCR-99685848
2004,PA,MANGANESE,PA-SCR-99685848
2004,PA,ALUMINUM,PA-SCR-99684758
2004,PA,IRON,PA-SCR-99684758
2004,PA,MANGANESE,PA-SCR-99684758
2004,PA,IRON,PA-SCR-99685602
2004,PA,MANGANESE,PA-SCR-99685602
2004,PA,ALUMINUM,PA-SCR-99685602
2004,PA,IRON,PA-SCR-99685326
2004,PA,MANGANESE,PA-SCR-99685326
2004,PA,ALUMINUM,PA-SCR-99685326
2004,PA,IRON,PA-SCR-99685722
2004,PA,MANGANESE,PA-SCR-99685722
2004,PA,ALUMINUM,PA-SCR-99685722
2004,PA,ALUMINUM,PA-SCR-99686814
2004,PA,IRON,PA-SCR-99686814
2004,PA,MANGANESE,PA-SCR-99686814
2004,PA,IRON,PA-SCR-99686778
2004,PA,ALUMINUM,PA-SCR-99686778
2004,PA,MANGANESE,PA-SCR-99686778
2004,PA,IRON,PA-SCR-99685724
2004,PA,ALUMINUM,PA-SCR-99685724
2004,PA,MANGANESE,PA-SCR-99685724
2004,PA,IRON,PA-SCR-99687190
2004,PA,MANGANESE,PA-SCR-99687190
2004,PA,ALUMINUM,PA-SCR-99687190
2004,PA,IRON,PA-SCR-99684918
2004,PA,ALUMINUM,PA-SCR-99684918
2004,PA,MANGANESE,PA-SCR-99684918
2004,PA,ALUMINUM,PA-SCR-99687198
2004,PA,IRON,PA-SCR-99687198
2004,PA,MANGANESE,PA-SCR-99687198
2004,PA,ALUMINUM,PA-SCR-99687352
2004,PA,IRON,PA-SCR-99687352
2004,PA,MANGANESE,PA-SCR-99687352
2004,PA,ALUMINUM,PA-SCR-99684480
2004,PA,IRON,PA-SCR-99684480
2004,PA,MANGANESE,PA-SCR-99684480
2004,PA,ALUMINUM,PA-SCR-99686020
2004,PA,IRON,PA-SCR-99686020
2004,PA,MANGANESE,PA-SCR-99686020
2004,PA,ALUMINUM,PA-SCR-99686262
2004,PA,IRON,PA-SCR-99686262
2004,PA,MANGANESE,PA-SCR-99686262
2004,PA,MANGANESE,PA-SCR-99685312
2004,PA,ALUMINUM,PA-SCR-99685312
2004,PA,IRON,PA-SCR-99685312
2004,PA,MANGANESE,PA-SCR-99685796
2004,PA,ALUMINUM,PA-SCR-99685796
2004,PA,IRON,PA-SCR-99685796
2004,PA,MANGANESE,PA-SCR-99686400
2004,PA,ALUMINUM,PA-SCR-99686400
2004,PA,IRON,PA-SCR-99686400
2004,PA,IRON,PA-SCR-99685550
2004,PA,MANGANESE,PA-SCR-99685550
2004,PA,ALUMINUM,PA-SCR-99685550
2004,PA,ALUMINUM,PA-SCR-99685552
2004,PA,IRON,PA-SCR-99685552
2004,PA,MANGANESE,PA-SCR-99685552
2004,PA,ALUMINUM,PA-SCR-99684868
2004,PA,IRON,PA-SCR-99684868
2004,PA,MANGANESE,PA-SCR-99684868
2004,PA,ALUMINUM,PA-SCR-99686096
2004,PA,IRON,PA-SCR-99686096
2004,PA,MANGANESE,PA-SCR-99686096
2004,PA,IRON,PA-SCR-99686890
2004,PA,MANGANESE,PA-SCR-99686890
2004,PA,ALUMINUM,PA-SCR-99686890
2004,PA,IRON,PA-SCR-99685680
2004,PA,MANGANESE,PA-SCR-99685680
2004,PA,ALUMINUM,PA-SCR-99685680
2004,PA,IRON,PA-SCR-99686098
2004,PA,MANGANESE,PA-SCR-99686098
2004,PA,ALUMINUM,PA-SCR-99686098
2004,PA,IRON,PA-SCR-99687182
2004,PA,MANGANESE,PA-SCR-99687182
2004,PA,ALUMINUM,PA-SCR-99687182
2004,PA,IRON,PA-SCR-99687180
2004,PA,MANGANESE,PA-SCR-99687180
2004,PA,ALUMINUM,PA-SCR-99687180
2004,PA,IRON,PA-SCR-99687060
2004,PA,MANGANESE,PA-SCR-99687060
2004,PA,ALUMINUM,PA-SCR-99687060
2004,PA,MANGANESE,PA-SCR-99687568
2004,PA,ALUMINUM,PA-SCR-99687568
2004,PA,IRON,PA-SCR-99687568
2004,PA,MANGANESE,PA-SCR-99686358
2004,PA,ALUMINUM,PA-SCR-99686358
2004,PA,IRON,PA-SCR-99686358
2004,PA,MANGANESE,PA-SCR-99687600
2004,PA,ALUMINUM,PA-SCR-99687600
2004,PA,IRON,PA-SCR-99687600
2004,PA,IRON,PA-SCR-99684570
2004,PA,MANGANESE,PA-SCR-99684570
2004,PA,ALUMINUM,PA-SCR-99684570
2004,PA,ALUMINUM,PA-SCR-99685024
2004,PA,IRON,PA-SCR-99685024
2004,PA,MANGANESE,PA-SCR-99685024
2004,PA,ALUMINUM,PA-SCR-99687288
2004,PA,IRON,PA-SCR-99687288
2004,PA,MANGANESE,PA-SCR-99687288
2004,PA,IRON,PA-SCR-99687726
2004,PA,MANGANESE,PA-SCR-99687726
2004,PA,ALUMINUM,PA-SCR-99687726
2004,PA,IRON,PA-SCR-99686910
2004,PA,ALUMINUM,PA-SCR-99686910
2004,PA,MANGANESE,PA-SCR-99686910
2004,PA,IRON,PA-SCR-99686636
2004,PA,ALUMINUM,PA-SCR-99686636
2004,PA,MANGANESE,PA-SCR-99686636
2004,PA,IRON,PA-SCR-99687208
2004,PA,MANGANESE,PA-SCR-99687208
2004,PA,ALUMINUM,PA-SCR-99687208
2005,PA,MANGANESE,PA-SCR-134238120
2005,PA,IRON,PA-SCR-134238120
2005,PA,PH,PA-SCR-134238120
2005,PA,ALUMINUM,PA-SCR-134238120
2005,PA,ALUMINUM,PA-SCR-61832161
2005,PA,PH,PA-SCR-61832161
2005,PA,IRON,PA-SCR-61832161
2005,PA,MANGANESE,PA-SCR-61832161
2005,PA,ALUMINUM,PA-SCR-61832141
2005,PA,PH,PA-SCR-61832141
2005,PA,MANGANESE,PA-SCR-61832141
2005,PA,IRON,PA-SCR-61832141
2005,PA,ALUMINUM,PA-SCR-61832003
2005,PA,MANGANESE,PA-SCR-61832003
2005,PA,PH,PA-SCR-61832003
2005,PA,IRON,PA-SCR-61832003
2005,PA,MANGANESE,PA-SCR-134238118
2005,PA,PH,PA-SCR-134238118
2005,PA,ALUMINUM,PA-SCR-134238118
2005,PA,IRON,PA-SCR-134238118
2005,PA,IRON,PA-SCR-61832147
2005,PA,MANGANESE,PA-SCR-61832147
2005,PA,ALUMINUM,PA-SCR-61832147
2005,PA,PH,PA-SCR-61832147
2005,PA,ALUMINUM,PA-SCR-134238119
2005,PA,MANGANESE,PA-SCR-134238119
2005,PA,PH,PA-SCR-134238119
2005,PA,IRON,PA-SCR-134238119
2005,PA,IRON,PA-SCR-61831689
2005,PA,MANGANESE,PA-SCR-61831689
2005,PA,PH,PA-SCR-61831689
2005,PA,ALUMINUM,PA-SCR-61831689
